User_ID,Age,Gender,Age Group,Category,Profession_Type,Daily_Screen_Time,Social_Media_Time,Study_Time,Entertainment_Time,Device_Before_Sleep,Sleep_Hours,Sleep_Quality,Stress_Level,Eye_Strain,Physical_Activity,Productivity_Level,Academic_Performance,Concentration_Level
666,70,Male,Senior,Non-Working,Unemployed,3.0,2.4,0.7,2.3,Yes,6.6,Average,2,No,1.8,High,73,4
667,12,Male,Child,Student,College Student,4.9,4.8,4.5,0.5,Yes,7.4,Good,9,No,2.4,High,95,7
668,47,Female,Adult,Working,Education,6.5,3.2,0.4,6.1,Yes,5.2,Average,1,Yes,0.2,High,54,6
669,69,Male,Senior,Non-Working,Homemaker,8.8,4.5,2.5,6.3,No,6.9,Average,4,Yes,1.9,High,28,6
670,45,Male,Adult,Working,Freelancer,8.6,4.0,2.6,6.0,No,5.4,Average,6,Yes,2.4,Low,78,10
671,24,Female,Adult,Non-Working,Retired,9.9,3.0,4.3,5.6,No,4.3,Poor,4,Yes,1.0,Low,78,9
672,49,Female,Adult,Working,Government,9.7,1.5,0.6,9.1,Yes,5.9,Average,7,Yes,0.5,Low,19,10
673,37,Female,Adult,Working,Corporate,2.1,2.8,4.2,0.5,Yes,8.6,Good,7,No,2.4,High,52,8
674,27,Female,Adult,Non-Working,Retired,5.9,3.3,0.3,5.6,No,7.8,Good,9,No,1.7,Low,61,5
675,18,Female,Teen,Non-Working,Unemployed,2.1,0.7,0.7,1.4,Yes,7.0,Good,4,No,2.3,Medium,28,7
676,10,Female,Child,Non-Working,Retired,6.8,0.8,2.8,4.0,Yes,4.9,Poor,10,Yes,1.7,Low,13,8
677,79,Female,Senior,Non-Working,Unemployed,4.3,3.0,0.9,3.4,No,4.7,Poor,2,No,1.6,Low,52,3
678,80,Female,Senior,Working,Government,4.4,0.8,1.6,2.8,Yes,6.7,Average,1,No,2.4,Medium,99,2
679,25,Female,Adult,Working,Government,3.3,2.8,1.8,1.5,No,5.6,Average,8,No,1.9,High,49,4
680,16,Male,Teen,Student,School Student,9.3,2.5,3.9,5.4,No,8.0,Good,1,Yes,1.1,High,71,3
681,28,Female,Adult,Working,Government,5.3,2.0,3.6,1.7,Yes,7.6,Good,8,No,1.1,Low,79,2
682,50,Male,Adult,Working,Healthcare,6.2,4.9,1.9,4.3,No,4.1,Poor,1,Yes,1.7,High,49,2
683,64,Male,Senior,Working,Corporate,3.7,3.8,0.1,3.6,Yes,8.8,Good,1,No,0.7,Medium,19,6
684,42,Female,Adult,Working,Business,8.9,3.8,3.0,5.9,Yes,4.8,Poor,4,Yes,1.5,High,2,10
685,27,Female,Adult,Non-Working,Homemaker,3.8,1.6,0.0,3.8,Yes,8.0,Good,2,No,1.2,Medium,92,10
686,27,Female,Adult,Non-Working,Retired,5.4,1.4,2.4,3.0,Yes,5.8,Average,9,No,1.9,High,77,10
687,76,Male,Senior,Non-Working,Unemployed,5.9,3.7,2.0,3.9,Yes,8.2,Good,8,No,0.9,Low,44,3
688,15,Female,Teen,Non-Working,Unemployed,9.6,2.5,3.6,6.0,Yes,6.2,Average,8,Yes,2.0,High,89,4
689,71,Female,Senior,Working,Education,8.8,2.3,2.9,5.9,No,5.3,Average,4,Yes,1.2,High,76,4
690,80,Female,Senior,Non-Working,Retired,6.4,1.9,0.2,6.2,Yes,7.1,Good,2,Yes,1.5,Low,43,4
691,45,Male,Adult,Working,IT Services,9.0,2.4,1.8,7.2,Yes,6.4,Average,6,Yes,0.8,Low,25,2
692,76,Male,Senior,Non-Working,Unemployed,4.7,4.5,0.6,4.1,Yes,6.4,Average,6,No,2.5,Medium,26,9
693,23,Female,Adult,Non-Working,Retired,2.2,2.6,3.7,0.5,Yes,7.4,Good,9,No,2.2,Low,80,8
694,66,Female,Senior,Working,Corporate,2.7,1.5,4.9,0.5,Yes,6.6,Average,4,No,2.3,Medium,19,6
695,15,Female,Teen,Non-Working,Unemployed,7.9,0.7,1.8,6.1,Yes,6.2,Average,6,Yes,1.2,Medium,93,9
696,18,Female,Teen,Student,College Student,8.4,1.3,1.2,7.2,Yes,5.8,Average,3,Yes,0.6,Low,51,7
697,20,Male,Adult,Student,School Student,6.9,2.0,2.3,4.6,Yes,5.6,Average,1,Yes,0.3,Low,54,6
698,73,Male,Senior,Working,Corporate,9.7,4.9,3.6,6.1,No,6.7,Average,2,Yes,1.9,High,32,3
699,54,Female,Adult,Working,Education,2.9,2.8,3.8,0.5,No,4.2,Poor,9,No,0.6,High,75,10
700,39,Female,Adult,Working,Government,6.9,3.5,0.8,6.1,No,6.4,Average,5,Yes,2.3,Low,29,3
701,75,Male,Senior,Working,Corporate,7.8,4.7,3.1,4.7,No,7.9,Good,8,Yes,0.4,Low,19,5
702,61,Male,Senior,Non-Working,Homemaker,6.6,1.0,1.1,5.5,No,8.6,Good,3,Yes,1.4,Medium,17,4
703,32,Male,Adult,Working,Business,5.5,4.3,1.8,3.7,No,4.9,Poor,3,No,0.8,High,99,3
704,41,Female,Adult,Working,Freelancer,3.8,3.2,1.0,2.8,No,6.8,Average,2,No,1.5,Medium,8,9
705,30,Female,Adult,Working,Corporate,3.8,1.9,0.3,3.5,Yes,4.1,Poor,1,No,1.8,Low,62,9
706,54,Female,Adult,Working,Corporate,7.8,4.4,1.8,6.0,No,5.9,Average,9,Yes,2.3,High,8,7
707,75,Female,Senior,Non-Working,Homemaker,8.9,2.8,0.6,8.3,No,7.9,Good,9,Yes,0.8,High,33,3
708,25,Female,Adult,Working,Education,9.7,2.9,4.0,5.7,Yes,7.4,Good,6,Yes,1.4,High,66,3
709,50,Female,Adult,Working,Education,2.4,4.0,2.7,0.5,No,7.8,Good,5,No,1.5,High,62,6
710,55,Female,Adult,Working,Government,7.4,3.2,0.2,7.2,Yes,6.9,Average,1,Yes,1.0,Medium,3,10
711,28,Male,Adult,Working,Corporate,4.8,4.4,3.4,1.4,No,6.0,Average,8,No,1.6,High,43,5
712,39,Male,Adult,Working,Corporate,3.0,3.4,1.9,1.1,No,4.6,Poor,9,No,2.1,Low,50,4
713,47,Female,Adult,Working,Corporate,8.2,3.8,2.3,5.9,Yes,4.3,Poor,1,Yes,0.2,Low,75,5
714,26,Female,Adult,Non-Working,Homemaker,9.7,1.2,0.9,8.8,Yes,7.0,Good,6,Yes,1.8,Low,61,7
715,58,Male,Adult,Working,Corporate,3.9,3.5,2.6,1.3,Yes,5.5,Average,3,No,1.1,High,57,9
716,50,Female,Adult,Working,Corporate,6.7,2.5,3.4,3.3,Yes,4.9,Poor,10,Yes,0.4,Low,25,8
717,31,Male,Adult,Non-Working,Unemployed,8.3,3.9,2.1,6.2,Yes,6.0,Average,9,Yes,2.2,Medium,48,6
718,15,Male,Teen,Student,College Student,5.7,0.5,4.2,1.5,Yes,4.5,Poor,7,No,2.0,Medium,70,2
719,41,Male,Adult,Non-Working,Unemployed,2.3,0.8,4.3,0.5,No,6.4,Average,1,No,1.2,Low,18,5
720,39,Female,Adult,Working,Business,5.4,2.0,1.1,4.3,Yes,7.9,Good,4,No,0.2,High,16,4
721,32,Female,Adult,Working,Healthcare,2.1,0.9,3.7,0.5,Yes,8.9,Good,4,No,2.3,High,11,8
722,45,Male,Adult,Working,Business,7.3,0.6,2.0,5.3,Yes,4.4,Poor,10,Yes,1.9,High,43,9
723,34,Female,Adult,Working,Corporate,2.5,4.0,1.1,1.4,No,8.4,Good,9,No,1.8,Low,23,9
724,34,Female,Adult,Working,Education,6.9,0.7,1.8,5.1,No,8.5,Good,2,Yes,1.5,High,74,6
725,54,Female,Adult,Working,Corporate,3.9,4.4,1.0,2.9,No,5.5,Average,10,No,1.0,Low,11,2
726,74,Male,Senior,Non-Working,Retired,4.1,4.9,2.4,1.7,Yes,8.0,Good,2,No,0.9,High,50,4
727,72,Female,Senior,Working,Healthcare,5.2,4.2,1.5,3.7,Yes,4.1,Poor,2,No,2.4,High,17,4
728,24,Female,Adult,Working,Business,5.0,3.6,4.1,0.9,No,6.7,Average,10,No,0.7,Low,61,4
729,72,Female,Senior,Non-Working,Unemployed,8.2,2.4,0.3,7.9,Yes,4.9,Poor,8,Yes,0.5,Medium,7,6
730,16,Female,Teen,Non-Working,Unemployed,7.5,4.3,3.7,3.8,No,6.0,Average,2,Yes,0.8,Low,31,8
731,56,Male,Adult,Working,Education,9.3,4.0,1.1,8.2,Yes,4.5,Poor,3,Yes,1.8,Medium,97,9
732,49,Female,Adult,Non-Working,Homemaker,2.8,2.1,3.6,0.5,No,6.3,Average,8,No,1.8,Medium,62,5
733,10,Male,Child,Student,School Student,5.0,2.7,4.5,0.5,Yes,5.1,Average,8,No,0.5,Medium,52,8
734,21,Male,Adult,Non-Working,Retired,3.4,1.0,0.9,2.5,Yes,5.0,Average,4,No,0.4,Medium,55,10
735,55,Male,Adult,Working,IT Services,2.3,2.3,3.7,0.5,Yes,5.0,Average,10,No,1.9,High,84,6
736,31,Female,Adult,Working,Healthcare,5.7,2.1,4.3,1.4,Yes,5.4,Average,9,No,1.9,Low,20,9
737,75,Male,Senior,Non-Working,Retired,9.8,2.0,0.9,8.9,No,6.2,Average,6,Yes,1.3,Low,44,10
738,52,Female,Adult,Non-Working,Retired,9.9,2.4,3.4,6.5,No,6.2,Average,2,Yes,2.0,Medium,40,3
739,72,Male,Senior,Working,Government,3.0,4.3,2.9,0.5,Yes,4.3,Poor,3,No,2.4,Medium,86,10
740,71,Male,Senior,Non-Working,Retired,3.6,2.8,1.4,2.2,No,4.8,Poor,10,No,2.4,High,28,5
741,35,Female,Adult,Non-Working,Unemployed,9.9,2.3,4.2,5.7,No,4.4,Poor,5,Yes,1.4,Low,28,6
742,35,Male,Adult,Working,Government,2.1,3.0,3.3,0.5,Yes,6.8,Average,10,No,1.8,Low,71,3
743,49,Male,Adult,Non-Working,Retired,5.8,1.0,0.7,5.1,No,6.0,Average,9,No,0.2,Medium,19,7
744,33,Male,Adult,Non-Working,Retired,5.4,1.2,2.5,2.9,No,7.2,Good,9,No,1.3,High,58,10
745,77,Male,Senior,Working,IT Services,5.2,2.1,2.9,2.3,No,6.0,Average,4,No,2.2,Medium,98,6
746,13,Female,Teen,Student,School Student,3.5,0.6,2.8,0.7,No,8.3,Good,3,No,1.8,Low,83,6
747,48,Male,Adult,Working,IT Services,3.1,2.3,0.1,3.0,No,7.2,Good,5,No,2.4,High,80,7
748,30,Male,Adult,Non-Working,Retired,8.9,3.8,2.5,6.4,Yes,6.6,Average,10,Yes,1.5,Medium,8,9
749,12,Female,Child,Non-Working,Homemaker,6.1,3.3,3.6,2.5,No,6.2,Average,4,Yes,2.3,Low,91,6
750,14,Female,Teen,Student,School Student,8.5,4.2,0.2,8.3,No,7.8,Good,4,Yes,2.2,High,81,5
751,30,Male,Adult,Working,IT Services,4.7,2.2,3.2,1.5,No,4.7,Poor,8,No,1.4,Low,46,10
752,77,Female,Senior,Working,Healthcare,5.2,4.6,0.6,4.6,Yes,4.9,Poor,10,No,0.6,High,40,8
753,11,Female,Child,Non-Working,Homemaker,4.4,4.1,4.5,0.5,Yes,5.8,Average,4,No,2.0,Low,11,6
754,51,Female,Adult,Working,Corporate,6.5,3.4,1.6,4.9,Yes,6.1,Average,10,Yes,1.2,Low,61,3
755,47,Male,Adult,Working,Education,2.9,3.2,4.5,0.5,No,5.1,Average,4,No,0.4,Low,85,8
756,58,Male,Adult,Working,IT Services,8.0,2.3,1.1,6.9,No,4.0,Poor,8,Yes,1.0,Medium,20,2
757,70,Male,Senior,Non-Working,Unemployed,7.7,2.1,0.2,7.5,No,5.8,Average,7,Yes,2.3,Low,86,10
758,74,Male,Senior,Working,Business,5.9,4.0,3.4,2.5,No,7.9,Good,6,No,2.0,Low,64,9
759,19,Female,Teen,Student,School Student,4.3,3.4,2.5,1.8,No,8.5,Good,10,No,2.4,Medium,86,4
760,72,Female,Senior,Non-Working,Retired,5.5,1.8,1.0,4.5,Yes,5.1,Average,10,No,0.1,High,95,9
761,53,Female,Adult,Non-Working,Homemaker,4.7,2.2,3.7,1.0,Yes,5.4,Average,4,No,2.3,Low,93,3
762,46,Female,Adult,Working,Government,9.9,3.9,0.9,9.0,Yes,8.3,Good,10,Yes,2.2,Medium,3,5
763,24,Female,Adult,Working,Business,4.5,2.2,0.5,4.0,Yes,8.1,Good,7,No,1.0,High,63,6
764,62,Male,Senior,Non-Working,Unemployed,9.5,3.2,2.6,6.9,No,6.4,Average,7,Yes,0.8,High,10,6
765,53,Female,Adult,Working,Corporate,5.7,2.8,1.3,4.4,No,6.8,Average,4,No,1.1,Low,54,8
766,28,Female,Adult,Non-Working,Homemaker,6.6,2.3,1.3,5.3,No,4.7,Poor,3,Yes,0.6,High,71,7
767,72,Male,Senior,Working,IT Services,9.4,1.5,2.3,7.1,Yes,6.0,Average,9,Yes,1.0,Medium,64,6
768,58,Female,Adult,Working,Corporate,7.9,1.8,1.0,6.9,Yes,8.8,Good,6,Yes,0.7,High,38,9
769,73,Male,Senior,Non-Working,Retired,9.5,3.6,1.0,8.5,No,7.6,Good,9,Yes,1.3,Low,73,2
770,42,Male,Adult,Working,Healthcare,5.5,4.2,1.2,4.3,No,5.2,Average,10,No,0.9,Medium,92,4
771,46,Female,Adult,Working,Freelancer,7.1,1.2,3.2,3.9,No,4.5,Poor,5,Yes,2.1,Low,9,8
772,29,Male,Adult,Working,Healthcare,5.5,4.3,4.4,1.1,No,6.3,Average,8,No,1.0,Medium,81,4
773,26,Male,Adult,Non-Working,Retired,4.9,4.6,3.3,1.6,No,7.7,Good,2,No,0.1,Medium,57,7
774,48,Male,Adult,Working,Corporate,9.5,4.7,4.7,4.8,Yes,8.5,Good,1,Yes,2.0,Medium,24,9
775,47,Female,Adult,Non-Working,Homemaker,9.5,2.3,2.7,6.8,No,4.2,Poor,5,Yes,2.1,Medium,58,3
776,59,Male,Adult,Non-Working,Homemaker,6.5,3.7,0.6,5.9,No,6.1,Average,5,Yes,1.1,Medium,75,9
777,16,Female,Teen,Student,School Student,5.7,3.7,1.7,4.0,Yes,4.7,Poor,7,No,2.5,Medium,75,10
778,69,Male,Senior,Non-Working,Retired,4.6,4.2,0.4,4.2,No,7.8,Good,7,No,1.7,Low,9,5
779,44,Male,Adult,Non-Working,Unemployed,5.8,4.3,0.9,4.9,No,5.5,Average,2,No,2.5,High,5,5
780,48,Male,Adult,Working,Education,9.8,4.5,3.1,6.7,Yes,6.7,Average,7,Yes,0.9,Medium,68,6
781,63,Female,Senior,Non-Working,Retired,9.0,3.8,1.3,7.7,Yes,7.1,Good,7,Yes,0.6,Low,13,4
782,15,Male,Teen,Student,College Student,3.5,2.8,0.1,3.4,Yes,7.7,Good,1,No,0.9,Medium,71,5
783,28,Male,Adult,Working,Healthcare,9.1,2.9,1.4,7.7,Yes,8.4,Good,8,Yes,0.9,Medium,1,7
784,71,Male,Senior,Working,Government,6.2,3.1,0.4,5.8,No,7.0,Good,3,Yes,2.0,Medium,77,5
785,28,Female,Adult,Non-Working,Unemployed,7.8,3.5,4.3,3.5,Yes,7.6,Good,10,Yes,2.5,High,67,5
786,11,Male,Child,Non-Working,Homemaker,8.8,2.6,3.4,5.4,No,7.0,Good,9,Yes,2.1,Medium,64,4
787,31,Female,Adult,Working,Business,8.9,2.4,0.1,8.8,No,5.9,Average,7,Yes,0.7,Medium,27,10
788,80,Female,Senior,Working,IT Services,4.4,3.3,4.4,0.5,Yes,4.5,Poor,4,No,0.6,Medium,51,6
789,41,Male,Adult,Working,IT Services,2.8,2.5,0.3,2.5,Yes,8.6,Good,8,No,1.0,High,85,8
790,51,Female,Adult,Non-Working,Homemaker,2.6,4.4,0.6,2.0,No,4.6,Poor,5,No,0.5,High,5,6
791,63,Male,Senior,Non-Working,Unemployed,4.2,2.1,1.7,2.5,Yes,7.7,Good,2,No,0.3,Medium,1,5
792,41,Female,Adult,Working,Freelancer,9.7,3.1,3.9,5.8,Yes,5.5,Average,7,Yes,1.4,Low,75,5
793,13,Female,Teen,Student,College Student,8.8,1.3,0.3,8.5,No,4.4,Poor,10,Yes,2.3,High,50,2
794,43,Female,Adult,Working,Business,5.5,4.0,1.8,3.7,Yes,5.4,Average,10,No,0.4,Medium,99,7
795,63,Male,Senior,Non-Working,Unemployed,3.3,4.0,0.2,3.1,Yes,8.2,Good,2,No,1.5,Medium,14,7
796,74,Male,Senior,Working,Freelancer,4.0,4.9,4.1,0.5,No,6.5,Average,7,No,1.1,Medium,0,10
797,59,Male,Adult,Working,Government,9.0,3.4,3.8,5.2,No,8.7,Good,7,Yes,0.2,High,79,10
798,54,Male,Adult,Working,Freelancer,8.5,2.8,3.7,4.8,Yes,5.2,Average,6,Yes,1.6,High,35,2
799,50,Female,Adult,Working,Government,9.5,1.1,2.5,7.0,Yes,7.9,Good,9,Yes,0.6,High,36,5
800,63,Female,Senior,Non-Working,Retired,3.7,4.7,0.6,3.1,No,6.5,Average,4,No,1.9,Medium,67,9
801,74,Male,Senior,Working,Business,4.3,2.3,2.6,1.7,No,4.2,Poor,4,No,1.1,Medium,66,9
802,34,Male,Adult,Working,IT Services,3.9,1.2,4.2,0.5,Yes,7.3,Good,5,No,1.5,Low,25,5
803,61,Female,Senior,Non-Working,Unemployed,3.2,2.5,4.5,0.5,No,7.1,Good,10,No,1.2,High,95,7
804,12,Female,Child,Non-Working,Homemaker,7.2,1.1,3.6,3.6,No,4.3,Poor,1,Yes,0.7,Medium,29,5
805,79,Female,Senior,Non-Working,Unemployed,8.1,3.8,0.4,7.7,Yes,7.6,Good,7,Yes,1.1,Medium,86,9
806,42,Female,Adult,Non-Working,Retired,6.4,3.8,3.6,2.8,No,8.3,Good,5,Yes,0.5,Medium,69,6
807,61,Female,Senior,Non-Working,Unemployed,7.9,0.7,1.6,6.3,No,6.1,Average,5,Yes,2.2,Low,14,8
808,37,Male,Adult,Non-Working,Unemployed,6.6,4.0,3.1,3.5,Yes,6.7,Average,6,Yes,1.1,High,18,10
809,65,Male,Senior,Working,Government,2.4,1.6,0.6,1.8,Yes,7.8,Good,4,No,1.8,High,46,9
810,52,Female,Adult,Non-Working,Homemaker,4.5,1.9,2.2,2.3,No,8.1,Good,5,No,2.2,High,49,3
811,72,Male,Senior,Working,Healthcare,7.9,1.8,0.9,7.0,Yes,4.9,Poor,4,Yes,2.4,Medium,51,9
812,61,Female,Senior,Working,Business,3.3,4.7,1.3,2.0,Yes,5.1,Average,4,No,1.3,Low,58,8
813,16,Female,Teen,Student,College Student,6.7,1.1,1.0,5.7,Yes,7.7,Good,9,Yes,0.5,Low,82,10
814,53,Female,Adult,Non-Working,Unemployed,9.0,4.4,1.2,7.8,No,5.1,Average,4,Yes,0.4,Low,92,8
815,55,Male,Adult,Non-Working,Retired,8.6,1.9,2.6,6.0,Yes,4.8,Poor,2,Yes,0.6,Medium,34,2
816,19,Male,Teen,Student,School Student,9.8,3.5,4.1,5.7,Yes,6.9,Average,8,Yes,0.2,Medium,60,6
817,32,Female,Adult,Non-Working,Retired,6.3,0.7,4.6,1.7,No,8.2,Good,5,Yes,0.9,High,46,8
818,72,Female,Senior,Working,Freelancer,8.8,0.8,5.0,3.8,No,5.1,Average,5,Yes,0.1,Medium,54,2
819,72,Male,Senior,Non-Working,Unemployed,7.3,1.5,4.7,2.6,No,4.8,Poor,3,Yes,0.5,Medium,5,2
820,33,Female,Adult,Working,Government,7.2,2.4,2.7,4.5,No,8.6,Good,2,Yes,0.8,High,77,3
821,40,Male,Adult,Working,Education,2.5,3.0,3.7,0.5,Yes,6.7,Average,5,No,1.2,High,52,3
822,16,Male,Teen,Student,School Student,6.2,1.9,0.1,6.1,Yes,4.3,Poor,9,Yes,2.4,High,60,6
823,76,Female,Senior,Working,IT Services,3.6,4.2,4.5,0.5,Yes,7.3,Good,8,No,1.4,High,62,3
824,70,Female,Senior,Working,Healthcare,3.3,0.9,4.3,0.5,No,8.1,Good,2,No,2.4,Medium,19,9
825,16,Female,Teen,Student,School Student,2.5,1.3,2.7,0.5,No,7.3,Good,2,No,1.4,High,80,10
826,59,Male,Adult,Non-Working,Unemployed,3.6,3.0,3.9,0.5,Yes,8.9,Good,4,No,1.7,High,78,10
827,30,Female,Adult,Working,IT Services,8.1,3.0,0.5,7.6,No,6.4,Average,5,Yes,1.6,Medium,8,6
828,64,Female,Senior,Working,IT Services,8.8,4.8,0.4,8.4,Yes,8.5,Good,3,Yes,0.6,High,13,9
829,13,Female,Teen,Student,School Student,3.8,1.9,2.7,1.1,Yes,5.3,Average,1,No,1.1,Medium,82,7
830,80,Female,Senior,Working,Freelancer,8.6,3.7,2.5,6.1,Yes,7.9,Good,2,Yes,1.9,Medium,13,10
831,44,Female,Adult,Working,Business,8.8,3.8,1.2,7.6,Yes,6.2,Average,3,Yes,0.7,Medium,72,8
832,45,Male,Adult,Working,Education,8.5,2.7,1.9,6.6,Yes,6.0,Average,2,Yes,1.0,Low,24,8
833,18,Female,Teen,Student,College Student,6.8,3.8,1.9,4.9,Yes,7.7,Good,1,Yes,0.9,Low,85,8
834,27,Male,Adult,Working,Education,8.2,2.8,0.8,7.4,No,6.8,Average,6,Yes,0.4,Low,81,2
835,64,Female,Senior,Non-Working,Homemaker,7.6,3.2,2.1,5.5,Yes,5.1,Average,3,Yes,0.7,High,6,10
836,26,Male,Adult,Working,Business,5.0,4.8,2.0,3.0,Yes,8.2,Good,9,No,0.8,High,25,6
837,17,Female,Teen,Student,College Student,7.2,1.4,0.6,6.6,Yes,6.0,Average,8,Yes,1.2,High,80,7
838,78,Male,Senior,Working,Healthcare,9.6,0.9,3.7,5.9,Yes,7.9,Good,1,Yes,1.7,High,32,9
839,50,Male,Adult,Non-Working,Retired,5.8,4.5,4.9,0.9,No,5.9,Average,10,No,0.5,High,25,10
840,55,Male,Adult,Working,Healthcare,7.8,1.7,2.5,5.3,No,4.8,Poor,1,Yes,0.5,Medium,51,6
841,75,Male,Senior,Non-Working,Unemployed,9.0,3.6,3.0,6.0,No,4.4,Poor,7,Yes,1.5,Low,50,9
842,68,Male,Senior,Working,Freelancer,5.5,0.8,1.6,3.9,No,5.5,Average,8,No,1.2,High,81,8
843,25,Male,Adult,Working,Business,9.0,2.7,3.2,5.8,Yes,8.7,Good,1,Yes,1.4,Low,1,6
844,59,Female,Adult,Non-Working,Homemaker,3.6,2.3,1.1,2.5,Yes,4.4,Poor,1,No,0.3,Medium,21,5
845,53,Female,Adult,Working,Healthcare,5.6,4.3,3.1,2.5,No,9.0,Good,2,No,1.0,High,18,4
846,47,Female,Adult,Working,Healthcare,6.9,3.6,1.3,5.6,No,6.4,Average,7,Yes,1.2,Low,3,10
847,76,Female,Senior,Working,Corporate,2.2,1.1,3.5,0.5,Yes,6.9,Average,3,No,1.3,Medium,100,6
848,75,Female,Senior,Working,Corporate,4.0,1.6,3.5,0.5,Yes,4.8,Poor,4,No,0.3,High,0,4
849,32,Male,Adult,Non-Working,Unemployed,7.1,3.8,3.6,3.5,Yes,4.6,Poor,5,Yes,1.8,Medium,56,8
850,49,Male,Adult,Non-Working,Homemaker,9.3,4.3,3.3,6.0,Yes,7.4,Good,6,Yes,0.9,Medium,21,9
851,29,Male,Adult,Working,Business,3.5,1.2,2.2,1.3,No,4.3,Poor,5,No,2.1,Low,19,9
852,73,Male,Senior,Working,Business,9.3,2.0,4.6,4.7,No,4.6,Poor,2,Yes,0.4,Low,96,7
853,28,Female,Adult,Working,Freelancer,8.5,3.7,1.5,7.0,Yes,6.7,Average,1,Yes,1.6,Low,55,9
854,25,Male,Adult,Working,Freelancer,6.6,4.0,2.0,4.6,Yes,4.6,Poor,2,Yes,0.6,Low,22,5
855,15,Male,Teen,Student,School Student,3.5,1.1,2.9,0.6,Yes,4.1,Poor,4,No,1.5,Low,95,3
856,51,Male,Adult,Non-Working,Retired,9.4,5.0,0.1,9.3,No,7.5,Good,7,Yes,0.4,Medium,95,6
857,30,Male,Adult,Working,Business,6.3,2.6,4.0,2.3,No,8.1,Good,5,Yes,1.5,High,24,6
858,45,Female,Adult,Non-Working,Homemaker,7.0,3.2,1.5,5.5,Yes,8.4,Good,6,Yes,1.9,Medium,97,8
859,17,Female,Teen,Non-Working,Homemaker,3.1,4.6,4.7,0.5,Yes,7.3,Good,6,No,1.1,Low,39,9
860,50,Female,Adult,Working,Business,8.3,1.0,1.0,7.3,Yes,6.5,Average,4,Yes,1.1,High,9,10
861,50,Female,Adult,Working,Business,5.6,4.9,1.0,4.6,Yes,7.6,Good,4,No,2.4,Low,54,2
862,45,Female,Adult,Non-Working,Homemaker,2.5,3.7,0.4,2.1,Yes,8.4,Good,3,No,0.8,Medium,8,4
863,75,Male,Senior,Working,IT Services,4.4,1.5,0.2,4.2,Yes,8.7,Good,9,No,0.6,High,99,4
864,42,Female,Adult,Working,Healthcare,5.9,2.7,1.5,4.4,No,4.0,Poor,3,No,0.6,Low,49,5
865,36,Female,Adult,Working,Corporate,6.7,1.8,4.6,2.1,Yes,4.7,Poor,6,Yes,2.0,Low,77,3
866,71,Male,Senior,Working,Freelancer,4.6,2.9,0.4,4.2,Yes,6.0,Average,10,No,1.5,High,98,5
867,80,Male,Senior,Working,IT Services,4.9,2.9,2.0,2.9,No,4.3,Poor,6,No,1.3,High,25,7
868,22,Male,Adult,Non-Working,Retired,2.6,2.1,2.5,0.5,Yes,4.6,Poor,10,No,0.8,Medium,66,9
869,18,Female,Teen,Student,College Student,4.9,1.1,3.5,1.4,Yes,8.9,Good,1,No,1.9,Low,67,10
870,17,Female,Teen,Non-Working,Retired,7.5,3.7,3.3,4.2,Yes,6.2,Average,2,Yes,2.3,Low,67,6
871,43,Female,Adult,Working,IT Services,3.4,2.0,1.2,2.2,Yes,8.4,Good,9,No,0.9,High,54,9
872,49,Male,Adult,Working,Business,6.3,2.5,2.6,3.7,Yes,5.4,Average,2,Yes,1.8,High,92,9
873,70,Female,Senior,Working,Business,9.1,1.2,4.6,4.5,No,4.6,Poor,6,Yes,2.2,High,6,3
874,69,Female,Senior,Working,Education,2.9,2.2,2.2,0.7,No,5.7,Average,4,No,1.8,High,48,7
875,59,Male,Adult,Working,Government,8.7,1.7,0.5,8.2,Yes,8.9,Good,10,Yes,2.3,High,7,3
876,37,Male,Adult,Non-Working,Homemaker,7.0,4.3,1.9,5.1,Yes,7.1,Good,10,Yes,1.5,High,48,4
877,38,Male,Adult,Non-Working,Unemployed,8.4,3.8,3.8,4.6,Yes,8.3,Good,3,Yes,0.5,Low,77,9
878,72,Female,Senior,Non-Working,Unemployed,6.2,1.2,2.5,3.7,No,5.9,Average,10,Yes,1.6,High,22,10
879,10,Female,Child,Student,School Student,5.6,1.7,1.1,4.5,No,8.6,Good,3,No,2.2,High,71,8
880,20,Female,Adult,Non-Working,Retired,8.2,2.7,0.6,7.6,Yes,5.8,Average,3,Yes,1.0,Medium,94,7
881,79,Female,Senior,Working,Business,3.0,4.3,3.2,0.5,Yes,8.4,Good,9,No,1.4,Low,76,9
882,20,Male,Adult,Student,College Student,8.6,0.8,1.3,7.3,Yes,5.2,Average,3,Yes,1.4,High,63,9
883,26,Male,Adult,Non-Working,Retired,4.8,0.8,0.1,4.7,Yes,6.0,Average,7,No,1.5,Medium,39,9
884,19,Female,Teen,Non-Working,Retired,8.3,4.2,1.4,6.9,No,6.1,Average,2,Yes,0.7,Medium,97,9
885,35,Male,Adult,Non-Working,Unemployed,4.9,4.4,0.0,4.9,No,6.8,Average,1,No,0.4,High,35,8
886,53,Female,Adult,Working,Corporate,3.2,4.6,3.7,0.5,Yes,7.2,Good,3,No,1.6,High,6,3
887,23,Female,Adult,Working,Government,9.1,4.0,0.9,8.2,No,5.8,Average,5,Yes,2.1,Low,83,4
888,30,Male,Adult,Non-Working,Homemaker,5.4,2.5,4.4,1.0,Yes,8.1,Good,4,No,1.8,Low,67,7
